WaterLevel,Hora
0.544,0
0.6890000000000001,1
0.7390000000000001,2
0.698,3
0.594,4
0.39899999999999997,5
0.222,6
0.099,7
0.057999999999999996,8
0.131,9
0.257,10
0.466,11
0.662,12
0.838,13
0.9359999999999999,14
0.912,15
0.7829999999999999,16
0.597,17
0.38299999999999995,18
0.18899999999999997,19
0.059000000000000004,20
0.031,21
0.091,22
0.237,23
0.43200000000000005,24
0.606,25
0.721,26
0.759,27
0.6890000000000001,28
0.55,29
0.36,30
0.18,31
0.087,32
0.078,33
0.138,34
0.27899999999999997,35
0.47700000000000004,36
0.65,37
0.785,38
0.835,39
0.78,40
0.642,41
0.447,42
0.23199999999999998,43
0.08,44
0.004,45
0.008,46
0.102,47
0.249,48
0.45299999999999996,49
0.591,50
0.684,51
0.7070000000000001,52
0.639,53
0.517,54
0.341,55
0.198,56
0.11,57
0.121,58
0.20800000000000002,59
0.369,60
0.552,61
0.7190000000000001,62
0.821,63
0.8540000000000001,64
0.779,65
0.634,66
0.45299999999999996,67
0.272,68
0.14,69
0.092,70
0.139,71
0.252,72
0.436,73
0.612,74
0.765,75
0.835,76
0.813,77
0.726,78
0.568,79
0.40299999999999997,80
0.273,81
0.21,82
0.22399999999999998,83
0.312,84
0.45799999999999996,85
0.629,86
0.764,87
0.86,88
0.868,89
0.787,90
0.647,91
0.46399999999999997,92
0.299,93
0.185,94
0.16,95
0.22,96
0.34600000000000003,97
0.512,98
0.682,99
0.825,100
0.868,101
0.8420000000000001,102
0.743,103
0.604,104
0.429,105
0.303,106
0.235,107
0.247,108
0.36,109
0.501,110
0.6579999999999999,111
0.8140000000000001,112
0.889,113
0.887,114
0.821,115
0.6759999999999999,116
0.493,117
0.34,118
0.21100000000000002,119
0.166,120
0.192,121
0.33299999999999996,122
0.519,123
0.688,124
0.823,125
0.9129999999999999,126
0.897,127
0.816,128
0.6579999999999999,129
0.509,130
0.377,131
0.31,132
0.314,133
0.395,134
0.534,135
0.688,136
0.805,137
0.887,138
0.8809999999999999,139
0.795,140
0.654,141
0.46299999999999997,142
0.289,143
0.18100000000000002,144
0.15,145
0.20199999999999999,146
0.35100000000000003,147
0.541,148
0.72,149
0.88,150
0.9570000000000001,151
0.951,152
0.8390000000000001,153
0.6829999999999999,154
0.5,155
0.35700000000000004,156
0.239,157
0.239,158
0.304,159
0.43,160
0.562,161
0.703,162
0.773,163
0.7809999999999999,164
0.7,165
0.5539999999999999,166
0.375,167
0.22699999999999998,168
0.125,169
0.122,170
0.168,171
0.34299999999999997,172
0.536,173
0.769,174
0.9209999999999999,175
1.016,176
0.998,177
0.885,178
0.726,179
0.513,180
0.345,181
0.268,182
0.239,183
0.318,184
0.469,185
0.622,186
0.7959999999999999,187
0.879,188
0.8540000000000001,189
0.773,190
0.627,191
0.434,192
0.24600000000000002,193
0.15,194
0.107,195
0.18100000000000002,196
0.386,197
0.575,198
0.7929999999999999,199
0.9540000000000001,200
1.0290000000000001,201
0.975,202
0.845,203
0.664,204
0.41,205
0.21100000000000002,206
0.042,207
0.017,208
0.087,209
0.24,210
0.423,211
0.602,212
0.701,213
0.725,214
0.614,215
0.44799999999999995,216
0.253,217
0.057999999999999996,218
-0.057,219
-0.107,220
-0.001,221
0.162,222
0.428,223
0.69,224
0.873,225
0.956,226
0.948,227
0.81,228
0.607,229
0.33299999999999996,230
0.109,231
-0.033,232
-0.077,233
0.04,234
0.207,235
0.431,236
0.628,237
0.757,238
0.772,239
0.6509999999999999,240
0.469,241
0.235,242
0.036000000000000004,243
-0.099,244
-0.153,245
-0.042,246
0.16899999999999998,247
0.444,248
0.7390000000000001,249
0.9359999999999999,250
1.032,251
0.99,252
0.813,253
0.5820000000000001,254
0.313,255
0.07400000000000001,256
-0.084,257
-0.11900000000000001,258
-0.027000000000000003,259
0.162,260
0.381,261
0.573,262
0.716,263
0.6920000000000001,264
0.58,265
0.376,266
0.146,267
-0.048,268
-0.187,269
-0.18899999999999997,270
-0.061,271
0.177,272
0.478,273
0.736,274
0.945,275
1.0070000000000001,276
0.943,277
0.762,278
0.505,279
0.21600000000000003,280
-0.004,281
-0.142,282
-0.12,283
-0.002,284
0.20600000000000002,285
0.462,286
0.6629999999999999,287
0.764,288
0.774,289
0.652,290
0.452,291
0.204,292
-0.001,293
-0.109,294
-0.105,295
0.027999999999999997,296
0.268,297
0.5539999999999999,298
0.815,299
0.98,300
1.028,301
0.9470000000000001,302
0.743,303
0.479,304
0.196,305
-0.004,306
-0.099,307
-0.06,308
0.085,309
0.307,310
0.55,311
0.727,312
0.8109999999999999,313
0.774,314
0.622,315
0.395,316
0.153,317
-0.036000000000000004,318
-0.129,319
-0.11,320
0.036000000000000004,321
0.27699999999999997,322
0.5710000000000001,323
0.8140000000000001,324
0.975,325
1.012,326
0.9009999999999999,327
0.695,328
0.418,329
0.154,330
-0.01,331
-0.083,332
-0.027999999999999997,333
0.11199999999999999,334
0.34299999999999997,335
0.563,336
0.7290000000000001,337
0.797,338
0.743,339
0.599,340
0.373,341
0.166,342
0.022000000000000002,343
-0.036000000000000004,344
0.02,345
0.183,346
0.436,347
0.6920000000000001,348
0.8959999999999999,349
1.011,350
0.9990000000000001,351
0.87,352
0.6659999999999999,353
0.41100000000000003,354
0.198,355
0.055,356
0.024,357
0.08900000000000001,358
0.26899999999999996,359
0.469,360
0.67,361
0.789,362
0.833,363
0.7709999999999999,364
0.618,365
0.414,366
0.203,367
0.078,368
0.008,369
0.07,370
0.225,371
0.42200000000000004,372
0.628,373
0.8029999999999999,374
0.852,375
0.818,376
0.68,377
0.474,378
0.262,379
0.086,380
-0.026000000000000002,381
-0.018000000000000002,382
0.05,383
0.222,384
0.42100000000000004,385
0.589,386
0.7,387
0.72,388
0.647,389
0.516,390
0.33299999999999996,391
0.161,392
0.055,393
0.023,394
0.10300000000000001,395
0.24600000000000002,396
0.452,397
0.625,398
0.7440000000000001,399
0.789,400
0.746,401
0.619,402
0.45,403
0.257,404
0.10800000000000001,405
0.039,406
0.051,407
0.149,408
0.306,409
0.483,410
0.625,411
0.7240000000000001,412
0.7240000000000001,413
0.645,414
0.513,415
0.354,416
0.20800000000000002,417
0.11199999999999999,418
0.095,419
0.16399999999999998,420
0.293,421
0.45299999999999996,422
0.606,423
0.7,424
0.758,425
0.705,426
0.585,427
0.445,428
0.299,429
0.191,430
0.13,431
0.17600000000000002,432
0.28300000000000003,433
0.43799999999999994,434
0.604,435
0.7509999999999999,436
0.8490000000000001,437
0.848,438
0.797,439
0.701,440
0.557,441
0.504,442
0.349,443
0.354,444
0.409,445
0.518,446
0.615,447
0.748,448
0.85,449
0.861,450
0.7609999999999999,451
0.6729999999999999,452
0.542,453
0.39799999999999996,454
0.301,455
0.253,456
0.265,457
0.384,458
0.5539999999999999,459
0.665,460
0.7659999999999999,461
0.8270000000000001,462
0.821,463
0.769,464
0.6409999999999999,465
0.49,466
0.35600000000000004,467
0.281,468
0.254,469
0.29600000000000004,470
0.38,471
0.501,472
0.6,473
0.647,474
0.6709999999999999,475
0.598,476
0.499,477
0.36,478
0.239,479
0.17,480
0.149,481
0.188,482
0.29100000000000004,483
0.446,484
0.584,485
0.701,486
0.757,487
0.757,488
0.7040000000000001,489
0.579,490
0.446,491
0.304,492
0.225,493
0.22,494
0.28800000000000003,495
0.381,496
0.48,497
0.5760000000000001,498
0.642,499
0.654,500
0.607,501
0.507,502
0.373,503
0.27699999999999997,504
0.21,505
0.21600000000000003,506
0.262,507
0.35700000000000004,508
0.512,509
0.653,510
0.765,511
0.809,512
0.78,513
0.723,514
0.591,515
0.45899999999999996,516
0.32799999999999996,517
0.27399999999999997,518
0.256,519
0.29600000000000004,520
0.39799999999999996,521
0.501,522
0.596,523
0.645,524
0.6609999999999999,525
0.583,526
0.479,527
0.35700000000000004,528
0.254,529
0.19399999999999998,530
0.17800000000000002,531
0.23199999999999998,532
0.348,533
0.516,534
0.677,535
0.785,536
0.843,537
0.8009999999999999,538
0.7240000000000001,539
0.598,540
0.447,541
0.313,542
0.25,543
0.222,544
0.282,545
0.364,546
0.507,547
0.617,548
0.685,549
0.67,550
0.605,551
0.488,552
0.353,553
0.245,554
0.183,555
0.19899999999999998,556
0.268,557
0.419,558
0.608,559
0.767,560
0.898,561
0.961,562
0.92,563
0.797,564
0.612,565
0.479,566
0.368,567
0.299,568
0.281,569
0.38,570
0.5,571
0.644,572
0.758,573
0.809,574
0.816,575
0.745,576
0.574,577
0.442,578
0.319,579
0.23800000000000002,580
0.276,581
0.387,582
0.5379999999999999,583
0.705,584
0.89,585
1.018,586
1.062,587
0.941,588
0.851,589
0.708,590
0.48,591
0.376,592
0.268,593
0.327,594
0.361,595
0.527,596
0.6609999999999999,597
0.7440000000000001,598
0.77,599
0.785,600
0.603,601
0.414,602
0.256,603
0.1,604
0.035,605
0.065,606
0.201,607
0.396,608
0.593,609
0.772,610
0.856,611
0.8420000000000001,612
0.757,613
0.585,614
0.386,615
0.192,616
0.086,617
0.047,618
0.131,619
0.266,620
0.434,621
0.591,622
0.688,623
0.7120000000000001,624
0.638,625
0.478,626
0.306,627
0.146,628
0.061,629
0.047,630
0.132,631
0.294,632
0.519,633
0.723,634
0.91,635
0.971,636
0.932,637
0.7829999999999999,638
0.585,639
0.36700000000000005,640
0.177,641
0.102,642
0.11,643
0.23600000000000002,644
0.41100000000000003,645
0.588,646
0.753,647
0.8270000000000001,648
0.804,649
0.7140000000000001,650
0.501,651
0.308,652
0.122,653
0.04,654
0.057,655
0.19699999999999998,656
0.41600000000000004,657
0.63,658
0.8390000000000001,659
0.997,660
1.014,661
0.9129999999999999,662
0.728,663
0.505,664
0.284,665
0.12300000000000001,666
0.069,667
0.113,668
0.276,669
0.47100000000000003,670
0.66,671
0.8109999999999999,672
0.86,673
0.799,674
0.654,675
0.434,676
0.22699999999999998,677
0.098,678
0.037000000000000005,679
0.10300000000000001,680
0.249,681
0.466,682
0.716,683
0.8809999999999999,684
0.988,685
0.951,686
0.815,687
0.595,688
0.336,689
0.155,690
0.022000000000000002,691
0.035,692
0.13,693
0.319,694
0.5529999999999999,695
0.753,696
0.873,697
0.892,698
0.787,699
0.635,700
0.4,701
0.22399999999999998,702
0.095,703
0.075,704
0.14,705
0.33399999999999996,706
0.568,707
0.7859999999999999,708
0.94,709
0.9790000000000001,710
0.9209999999999999,711
0.7559999999999999,712
0.534,713
0.29100000000000004,714
0.111,715
0.054000000000000006,716
0.07,717
0.212,718
0.426,719
0.64,720
0.847,721
0.9440000000000001,722
0.9490000000000001,723
0.8390000000000001,724
0.568,725
0.392,726
0.203,727
0.081,728
0.053,729
0.14400000000000002,730
0.32,731
0.536,732
0.7140000000000001,733
0.8490000000000001,734
0.858,735
0.7340000000000001,736
0.55,737
0.302,738
0.092,739
-0.055,740
-0.106,741
-0.028999999999999998,742
0.11800000000000001,743
0.344,744
0.573,745
0.728,746
0.787,747
0.735,748
0.589,749
0.39299999999999996,750
0.17600000000000002,751
0.027999999999999997,752
-0.049,753
-0.011000000000000001,754
0.132,755
0.315,756
0.5429999999999999,757
0.708,758
0.799,759
0.7709999999999999,760
0.643,761
0.446,762
0.217,763
0.031,764
-0.08199999999999999,765
-0.095,766
0.002,767
0.187,768
0.4,769
0.61,770
0.7440000000000001,771
0.795,772
0.737,773
0.588,774
0.392,775
0.192,776
0.067,777
0.028999999999999998,778
0.067,779
0.214,780
0.391,781
0.585,782
0.715,783
0.772,784
0.71,785
0.5760000000000001,786
0.377,787
0.184,788
0.016,789
-0.07200000000000001,790
-0.054000000000000006,791
0.057999999999999996,792
0.245,793
0.461,794
0.669,795
0.7959999999999999,796
0.83,797
0.763,798
0.615,799
0.42,800
0.23600000000000002,801
0.106,802
0.061,803
0.09699999999999999,804
0.213,805
0.381,806
0.568,807
0.679,808
0.7290000000000001,809
0.6679999999999999,810
0.5489999999999999,811
0.373,812
0.19399999999999998,813
0.05,814
-0.019,815
0.006999999999999999,816
0.126,817
0.319,818
0.523,819
0.7040000000000001,820
0.831,821
0.861,822
0.8009999999999999,823
0.6629999999999999,824
0.485,825
0.32,826
0.182,827
0.14800000000000002,828
0.17800000000000002,829
0.264,830
0.39899999999999997,831
0.593,832
0.71,833
0.757,834
0.693,835
0.57,836
0.368,837
0.18100000000000002,838
0.015,839
-0.052000000000000005,840
-0.04,841
0.052000000000000005,842
0.231,843
0.423,844
0.605,845
0.715,846
0.745,847
0.6659999999999999,848
0.5489999999999999,849
0.36700000000000005,850
0.191,851
0.069,852
0.002,853
0.032,854
0.124,855
0.261,856
0.429,857
0.54,858
0.5920000000000001,859
0.581,860
0.485,861
0.33899999999999997,862
0.16,863
0.021,864
-0.038,865
-0.032,866
0.062,867
0.231,868
0.43799999999999994,869
0.632,870
0.7759999999999999,871
0.821,872
0.787,873
0.653,874
0.48700000000000004,875
0.302,876
0.15,877
0.073,878
0.083,879
0.14800000000000002,880
0.309,881
0.46299999999999997,882
0.58,883
0.638,884
0.627,885
0.527,886
0.36700000000000005,887
0.179,888
0.025,889
-0.078,890
-0.087,891
-0.006,892
0.16,893
0.381,894
0.584,895
0.73,896
0.8009999999999999,897
0.77,898
0.63,899
0.44799999999999995,900
0.237,901
0.064,902
-0.035,903
-0.037000000000000005,904
0.059000000000000004,905
0.212,906
0.40399999999999997,907
0.5710000000000001,908
0.657,909
0.657,910
0.5720000000000001,911
0.408,912
0.215,913
0.038,914
-0.069,915
-0.081,916
-0.002,917
0.192,918
0.425,919
0.655,920
0.8290000000000001,921
0.909,922
0.8640000000000001,923
0.73,924
0.519,925
0.29,926
0.102,927
-0.013999999999999999,928
-0.015,929
0.075,930
0.25,931
0.46299999999999997,932
0.637,933
0.746,934
0.7390000000000001,935
0.63,936
0.465,937
0.22899999999999998,938
0.05,939
-0.08199999999999999,940
-0.078,941
0.006,942
0.21899999999999997,943
0.48700000000000004,944
0.728,945
0.9129999999999999,946
0.998,947
0.948,948
0.775,949
0.552,950
0.285,951
0.08800000000000001,952
-0.021,953
-0.03,954
0.08,955
0.309,956
0.525,957
0.735,958
0.861,959
0.871,960
0.736,961
0.541,962
0.308,963
0.13699999999999998,964
-0.018000000000000002,965
-0.02,966
0.114,967
0.33899999999999997,968
0.58,969
0.847,970
1.001,971
1.053,972
0.973,973
0.802,974
0.5329999999999999,975
0.222,976
0.024,977
-0.078,978
0.004,979
0.08,980
0.293,981
0.491,982
0.693,983
0.753,984
0.722,985
0.5660000000000001,986
0.36200000000000004,987
0.091,988
-0.095,989
-0.205,990
-0.193,991
-0.013000000000000001,992
0.192,993
0.5,994
0.722,995
0.86,996
0.863,997
0.762,998
0.546,999
0.298,1000
0.052000000000000005,1001
-0.113,1002
-0.17300000000000001,1003
-0.109,1004
0.059000000000000004,1005
0.28300000000000003,1006
0.513,1007
0.672,1008
0.713,1009
0.6509999999999999,1010
0.486,1011
0.24100000000000002,1012
0.018000000000000002,1013
-0.14800000000000002,1014
-0.215,1015
-0.147,1016
0.019,1017
0.29100000000000004,1018
0.547,1019
0.755,1020
0.8590000000000001,1021
0.861,1022
0.71,1023
0.488,1024
0.23600000000000002,1025
0.017,1026
-0.129,1027
-0.138,1028
-0.027000000000000003,1029
0.16699999999999998,1030
0.415,1031
0.621,1032
0.765,1033
0.809,1034
0.711,1035
0.544,1036
0.302,1037
0.09,1038
-0.066,1039
-0.08199999999999999,1040
0.006,1041
0.198,1042
0.444,1043
0.682,1044
0.872,1045
0.927,1046
0.872,1047
0.718,1048
0.49200000000000005,1049
0.29600000000000004,1050
0.133,1051
0.049,1052
0.045,1053
0.21,1054
0.377,1055
0.6559999999999999,1056
0.794,1057
0.914,1058
0.857,1059
0.7959999999999999,1060
0.56,1061
0.373,1062
0.17600000000000002,1063
0.04,1064
0.054000000000000006,1065
0.2,1066
0.35700000000000004,1067
0.5720000000000001,1068
0.7440000000000001,1069
0.8959999999999999,1070
0.883,1071
0.784,1072
0.638,1073
0.402,1074
0.226,1075
0.061,1076
0.006,1077
0.062,1078
0.22699999999999998,1079
0.405,1080
0.63,1081
0.764,1082
0.805,1083
0.775,1084
0.621,1085
0.451,1086
0.253,1087
0.092,1088
0.017,1089
0.039,1090
0.149,1091
0.326,1092
0.532,1093
0.715,1094
0.792,1095
0.792,1096
0.6920000000000001,1097
0.526,1098
0.33799999999999997,1099
0.17800000000000002,1100
0.077,1101
0.078,1102
0.162,1103
0.317,1104
0.49700000000000005,1105
0.685,1106
0.821,1107
0.851,1108
0.792,1109
0.655,1110
0.503,1111
0.34700000000000003,1112
0.228,1113
0.17800000000000002,1114
0.23199999999999998,1115
0.341,1116
0.473,1117
0.653,1118
0.8009999999999999,1119
0.851,1120
0.83,1121
0.72,1122
0.5489999999999999,1123
0.397,1124
0.307,1125
0.221,1126
0.222,1127
0.31,1128
0.475,1129
0.636,1130
0.8079999999999999,1131
0.93,1132
0.956,1133
0.903,1134
0.705,1135
0.557,1136
0.39799999999999996,1137
0.313,1138
0.297,1139
0.317,1140
0.375,1141
0.494,1142
0.66,1143
0.745,1144
0.728,1145
0.695,1146
0.568,1147
0.415,1148
0.271,1149
0.21600000000000003,1150
0.161,1151
0.196,1152
0.32,1153
0.44,1154
0.603,1155
0.7490000000000001,1156
0.818,1157
0.804,1158
0.762,1159
0.611,1160
0.46,1161
0.3,1162
0.23199999999999998,1163
0.22,1164
0.226,1165
0.324,1166
0.418,1167
0.494,1168
0.544,1169
0.556,1170
0.491,1171
0.401,1172
0.289,1173
0.17600000000000002,1174
0.102,1175
0.092,1176
0.134,1177
0.243,1178
0.379,1179
0.525,1180
0.627,1181
0.6890000000000001,1182
0.672,1183
0.623,1184
0.505,1185
0.359,1186
0.249,1187
0.192,1188
0.17,1189
0.214,1190
0.285,1191
0.376,1192
0.46,1193
0.516,1194
0.529,1195
0.485,1196
0.425,1197
0.313,1198
0.22399999999999998,1199
0.168,1200
0.16,1201
0.205,1202
0.29600000000000004,1203
0.405,1204
0.56,1205
0.6609999999999999,1206
0.7120000000000001,1207
0.72,1208
0.665,1209
0.565,1210
0.45299999999999996,1211
0.34,1212
0.242,1213
0.23199999999999998,1214
0.254,1215
0.317,1216
0.40700000000000003,1217
0.506,1218
0.562,1219
0.575,1220
0.544,1221
0.45899999999999996,1222
0.34600000000000003,1223
0.23800000000000002,1224
0.18899999999999997,1225
0.16699999999999998,1226
0.213,1227
0.327,1228
0.431,1229
0.59,1230
0.693,1231
0.7909999999999999,1232
0.757,1233
0.696,1234
0.58,1235
0.415,1236
0.273,1237
0.225,1238
0.195,1239
0.212,1240
0.298,1241
0.396,1242
0.504,1243
0.595,1244
0.595,1245
0.617,1246
0.493,1247
0.366,1248
0.22,1249
0.163,1250
0.132,1251
0.171,1252
0.282,1253
0.45,1254
0.578,1255
0.7020000000000001,1256
0.7709999999999999,1257
0.75,1258
0.6829999999999999,1259
0.5820000000000001,1260
0.38299999999999995,1261
0.264,1262
0.17,1263
0.14300000000000002,1264
0.203,1265
0.306,1266
0.41600000000000004,1267
0.55,1268
0.611,1269
0.614,1270
0.541,1271
0.425,1272
0.294,1273
0.17300000000000001,1274
0.078,1275
0.077,1276
0.135,1277
0.262,1278
0.447,1279
0.615,1280
0.731,1281
0.785,1282
0.753,1283
0.643,1284
0.474,1285
0.306,1286
0.14800000000000002,1287
0.085,1288
0.081,1289
0.141,1290
0.258,1291
0.434,1292
0.5589999999999999,1293
0.616,1294
0.621,1295
0.5329999999999999,1296
0.386,1297
0.225,1298
0.08,1299
0.001,1300
0.012,1301
0.11900000000000001,1302
0.276,1303
0.485,1304
0.662,1305
0.7909999999999999,1306
0.8420000000000001,1307
0.7509999999999999,1308
0.613,1309
0.433,1310
0.22899999999999998,1311
0.081,1312
0.04,1313
0.065,1314
0.187,1315
0.34700000000000003,1316
0.529,1317
0.655,1318
0.725,1319
0.674,1320
0.552,1321
0.379,1322
0.187,1323
0.04,1324
-0.031,1325
-0.006,1326
0.121,1327
0.32,1328
0.573,1329
0.787,1330
0.88,1331
0.885,1332
0.795,1333
0.624,1334
0.38799999999999996,1335
0.188,1336
0.07,1337
0.049,1338
0.14,1339
0.26,1340
0.483,1341
0.682,1342
0.807,1343
0.8390000000000001,1344
0.765,1345
0.602,1346
0.37200000000000005,1347
0.17800000000000002,1348
0.023,1349
-0.019,1350
0.044000000000000004,1351
0.203,1352
0.424,1353
0.6679999999999999,1354
0.851,1355
0.946,1356
0.898,1357
0.748,1358
0.528,1359
0.264,1360
0.063,1361
-0.063,1362
-0.039,1363
0.057999999999999996,1364
0.27,1365
0.494,1366
0.6759999999999999,1367
0.778,1368
0.7759999999999999,1369
0.657,1370
0.45299999999999996,1371
0.223,1372
0.006999999999999999,1373
-0.131,1374
-0.145,1375
-0.066,1376
0.13699999999999998,1377
0.39399999999999996,1378
0.639,1379
0.7909999999999999,1380
0.836,1381
0.7490000000000001,1382
0.555,1383
0.311,1384
0.067,1385
-0.121,1386
-0.18899999999999997,1387
-0.14,1388
0.017,1389
0.23800000000000002,1390
0.502,1391
0.667,1392
0.767,1393
0.7140000000000001,1394
0.557,1395
0.331,1396
0.095,1397
-0.102,1398
-0.195,1399
-0.187,1400
-0.03,1401
0.187,1402
0.455,1403
0.664,1404
0.7879999999999999,1405
0.7859999999999999,1406
0.6629999999999999,1407
0.45799999999999996,1408
0.187,1409
-0.045,1410
-0.192,1411
-0.212,1412
-0.12,1413
0.092,1414
0.348,1415
